gen	arc	test_reward
14	0-3-k3|0-3-k3|5-20-k5|9-18-k1|19-27-k3|11-22-k5|17-24-k5	0.7762065648834698
14	0-3-k3|0-3-k3|13-28-k7|4-15-k1|18-29-k5|12-19-k7|3-7-k1	0.774329076366772
14	0-3-k3|0-3-k3|11-26-k7|5-14-k3|15-22-k1|12-26-k5|8-18-k1	0.7196974946612781
14	0-3-k3|0-3-k3|5-12-k7|13-28-k3|18-33-k5|15-24-k7|13-24-k7	0.7495863870838303
14	0-3-k3|0-3-k3|5-14-k1|4-11-k5|20-31-k1|12-25-k1|6-16-k1	0.6615442363558547
15	0-3-k3|0-3-k3|4-17-k7|11-17-k1|18-28-k5|15-21-k7|6-17-k1	0.7984033996559484
15	0-3-k3|0-3-k3|7-17-k7|13-25-k1|13-27-k5|15-29-k5|17-21-k7	0.6937207964477476
15	0-3-k3|0-3-k3|4-19-k5|11-18-k3|20-31-k7|15-29-k5|8-9-k1	0.7888392379890211
15	0-3-k3|0-3-k3|4-19-k5|10-25-k1|19-30-k7|18-29-k7|17-20-k7	0.7792891817496949
15	0-3-k3|0-3-k3|12-21-k1|7-22-k5|19-27-k5|16-21-k5|8-18-k5	0.7011202590876122
15	0-3-k3|0-3-k3|11-26-k1|9-19-k3|13-28-k5|18-27-k7|15-19-k5	0.7008408427318568
15	0-3-k3|0-3-k3|5-17-k3|11-22-k1|14-25-k5|18-31-k3|12-17-k7	0.7628761744162109
15	0-3-k3|0-3-k3|4-17-k5|7-16-k5|20-29-k3|15-24-k7|17-21-k5	0.7850244603053212
15	0-3-k3|0-3-k3|5-20-k1|6-15-k3|12-24-k3|12-22-k5|15-28-k1	0.7163117161578049
15	0-3-k3|0-3-k3|4-17-k5|3-17-k1|20-26-k7|18-23-k5|8-11-k3	0.6513682150748623
16	0-3-k3|0-3-k3|4-17-k7|9-22-k5|20-29-k3|11-20-k5|11-19-k1	0.7630623868817947
16	0-3-k3|0-3-k3|4-12-k7|6-15-k1|14-22-k5|11-18-k7|13-22-k1	0.7599261799791697
16	0-3-k3|0-3-k3|5-12-k5|6-16-k3|18-25-k5|19-26-k5|2-9-k1	0.7612065239596905
16	0-3-k3|0-3-k3|4-11-k1|11-26-k3|20-31-k3|20-26-k5|4-15-k3	0.7431685695714328
16	0-3-k3|0-3-k3|4-15-k7|3-18-k1|19-32-k1|11-23-k5|6-12-k3	0.8140537339159033
16	0-3-k3|0-3-k3|7-22-k1|7-18-k7|12-23-k5|16-29-k3|16-27-k3	0.7191079757190191
16	0-3-k3|0-3-k3|15-22-k7|7-22-k3|19-30-k1|11-22-k7|5-10-k1	0.7593071903534167
16	0-3-k3|0-3-k3|11-23-k1|7-16-k3|18-31-k5|20-26-k7|8-10-k7	0.7145790003280001
16	0-3-k3|0-3-k3|10-25-k5|9-19-k1|10-15-k3|14-28-k7|5-18-k5	0.7624064506573571
16	0-3-k3|0-3-k3|3-18-k5|10-19-k3|20-33-k1|11-21-k3|16-23-k3	0.6502895587640749
17	0-3-k3|0-3-k3|4-15-k5|11-21-k1|12-19-k3|13-27-k7|17-24-k5	0.7683809468377868
