gen	arc	test_reward
73	0-3-k3|0-3-k3|5-20-k7|11-26-k1|19-29-k3|12-23-k5|13-16-k7	0.7920075929224952
73	0-3-k3|0-3-k3|5-20-k7|8-17-k7|10-18-k3|11-20-k7|3-11-k7	0.7341637624090852
73	0-3-k3|0-3-k3|5-17-k7|11-17-k3|17-30-k5|20-31-k7|10-15-k5	0.7821806462424069
73	0-3-k3|0-3-k3|4-17-k7|11-26-k3|19-29-k5|20-32-k7|3-12-k5	0.7707619444598703
73	0-3-k3|0-3-k3|4-17-k5|9-24-k5|20-29-k7|18-33-k5|4-9-k1	0.788031139981838
73	0-3-k3|0-3-k3|11-22-k7|10-19-k1|19-30-k5|20-31-k5|17-24-k7	0.6948552844417989
73	0-3-k3|0-3-k3|4-18-k5|3-18-k3|18-31-k3|18-29-k5|8-13-k1	0.8036885891738184
73	0-3-k3|0-3-k3|14-27-k5|10-24-k1|17-26-k5|14-26-k5|17-24-k5	-0.17342706493215082
74	0-3-k3|0-3-k3|13-26-k7|6-17-k1|13-22-k5|11-22-k5|5-11-k1	0.754702895363784
74	0-3-k3|0-3-k3|4-11-k5|7-16-k5|18-23-k5|12-20-k7|12-17-k5	0.7765639969533448
74	0-3-k3|0-3-k3|4-17-k1|8-17-k3|10-25-k3|15-23-k7|5-16-k5	0.7852548890390991
74	0-3-k3|0-3-k3|5-13-k7|7-20-k1|17-24-k5|19-34-k7|4-13-k5	0.7044080186112465
74	0-3-k3|0-3-k3|3-14-k7|15-24-k1|20-27-k5|18-29-k7|12-19-k7	0.7701510990756189
74	0-3-k3|0-3-k3|13-26-k5|8-23-k1|15-25-k1|20-28-k5|4-11-k5	0.7317771885750673
74	0-3-k3|0-3-k3|5-20-k7|3-18-k1|19-29-k7|11-23-k5|13-23-k5	0.8032939622711853
74	0-3-k3|0-3-k3|5-12-k5|7-13-k1|15-24-k1|11-26-k5|17-26-k1	0.7245941414505931
74	0-3-k3|0-3-k3|4-16-k5|11-20-k5|20-26-k3|18-31-k7|11-13-k5	0.7655268665430625
74	0-3-k3|0-3-k3|3-16-k5|10-17-k3|19-33-k5|18-30-k7|8-17-k7	0.7759596499403364
75	0-3-k3|0-3-k3|4-17-k5|6-15-k1|19-30-k7|20-34-k5|8-17-k5	0.7616740644732111
75	0-3-k3|0-3-k3|4-11-k5|3-18-k5|19-30-k3|11-26-k5|16-23-k3	0.8224855969115699
75	0-3-k3|0-3-k3|4-19-k7|10-18-k1|15-24-k3|20-30-k5|15-19-k5	0.8006296744180004
75	0-3-k3|0-3-k3|4-17-k5|3-12-k1|18-27-k1|18-30-k5|11-25-k5	0.7875095247648075
75	0-3-k3|0-3-k3|7-21-k5|3-10-k3|18-32-k5|11-25-k7|10-13-k1	0.8039202569661483
75	0-3-k3|0-3-k3|4-19-k5|3-8-k3|10-19-k5|19-30-k3|13-18-k1	0.7849047157348158
75	0-3-k3|0-3-k3|4-19-k7|7-16-k3|19-25-k5|15-21-k5|12-19-k1	0.7990723129468078
75	0-3-k3|0-3-k3|4-17-k1|7-16-k5|17-31-k7|15-26-k7|15-21-k7	0.7836418894709646
75	0-3-k3|0-3-k3|3-16-k7|3-14-k3|20-31-k7|18-29-k7|6-11-k1	0.7701892424113853
75	0-3-k3|0-3-k3|3-17-k5|3-12-k5|17-24-k5|15-21-k5|17-23-k1	0.8416262909521544
76	0-3-k3|0-3-k3|4-11-k7|4-13-k5|10-25-k3|18-32-k7|2-10-k1	0.7947527296238424
76	0-3-k3|0-3-k3|4-19-k5|9-16-k1|19-24-k3|13-27-k5|17-28-k1	0.7866894997526896
76	0-3-k3|0-3-k3|5-20-k5|6-21-k1|12-22-k5|13-24-k7|3-7-k7	0.8158082409095239
76	0-3-k3|0-3-k3|5-18-k3|8-21-k3|15-29-k5|11-24-k5|3-11-k1	0.7984150650379463
76	0-3-k3|0-3-k3|12-24-k7|3-13-k3|13-20-k1|15-25-k3|8-18-k5	0.7935516850404896
76	0-3-k3|0-3-k3|4-17-k5|3-10-k1|15-26-k3|15-29-k5|3-9-k5	0.7753750166964972
76	0-3-k3|0-3-k3|5-19-k7|10-25-k7|18-27-k5|16-30-k5|3-8-k5	0.8195837170634651
76	0-3-k3|0-3-k3|4-10-k5|3-18-k1|18-29-k3|20-31-k5|3-7-k1	0.7558969207336547
76	0-3-k3|0-3-k3|4-19-k7|13-28-k1|18-24-k5|17-26-k5|17-24-k7	0.7888999480492016
76	0-3-k3|0-3-k3|3-16-k7|7-22-k3|17-23-k5|18-27-k5|12-22-k1	0.7900690897817135
77	0-3-k3|0-3-k3|5-20-k5|3-18-k3|20-26-k5|15-24-k5|16-23-k1	0.7868328975948609
77	0-3-k3|0-3-k3|5-13-k7|7-19-k1|18-24-k3|14-23-k7|13-18-k5	0.7431623342900326
77	0-3-k3|0-3-k3|4-13-k5|3-18-k3|17-31-k3|11-25-k5|1-11-k1	0.797803939324195
77	0-3-k3|0-3-k3|12-25-k7|3-14-k1|18-29-k3|18-29-k7|3-11-k1	0.7910721438357118
77	0-3-k3|0-3-k3|9-24-k7|3-17-k1|19-32-k5|16-27-k7|17-27-k3	0.7579949024050868
77	0-3-k3|0-3-k3|3-11-k5|11-18-k3|19-25-k5|11-25-k1|8-15-k5	0.8123822758937926
77	0-3-k3|0-3-k3|9-24-k7|3-12-k1|13-18-k5|15-21-k5|12-17-k7	0.7668085933793164
77	0-3-k3|0-3-k3|5-11-k5|3-9-k3|18-27-k5|11-18-k7|8-12-k1	0.7654293755340094
77	0-3-k3|0-3-k3|8-14-k5|5-16-k5|20-27-k3|12-23-k7|3-11-k5	0.7632879701719425
77	0-3-k3|0-3-k3|4-16-k7|10-19-k3|10-25-k5|11-26-k5|3-12-k7	0.8103257080215276
78	0-3-k3|0-3-k3|3-18-k5|3-18-k5|13-20-k7|13-25-k5|17-21-k5	0.7969554375166443
78	0-3-k3|0-3-k3|4-17-k5|3-15-k3|19-28-k3|13-19-k7|12-23-k1	0.8031965544890486
78	0-3-k3|0-3-k3|4-18-k5|10-19-k5|17-26-k3|20-35-k7|11-17-k1	0.7894852312913639
78	0-3-k3|0-3-k3|3-10-k5|3-18-k3|13-19-k5|12-23-k5|13-19-k7	0.7919742869685255
78	0-3-k3|0-3-k3|5-19-k7|3-14-k3|10-15-k1|15-27-k5|17-28-k3	0.8104212461122839
78	0-3-k3|0-3-k3|5-18-k5|3-14-k3|19-28-k5|11-22-k5|17-24-k5	0.7974311277169817
78	0-3-k3|0-3-k3|15-30-k7|3-10-k3|13-22-k1|20-30-k5|4-7-k5	0.6682046204945756
78	0-3-k3|0-3-k3|4-19-k7|8-15-k3|19-25-k1|11-23-k5|13-17-k1	0.7892639739375046
78	0-3-k3|0-3-k3|7-22-k5|8-13-k3|10-15-k3|17-29-k7|1-10-k3	0.7984323648403069
78	0-3-k3|0-3-k3|5-20-k7|10-19-k3|18-33-k3|17-31-k5|13-22-k1	0.7777581660343438
79	0-3-k3|0-3-k3|5-16-k7|7-22-k5|10-25-k5|13-22-k5|8-15-k1	0.7915913400283849
79	0-3-k3|0-3-k3|4-16-k5|8-23-k1|20-31-k5|19-29-k5|13-23-k7	0.7682657155334327
79	0-3-k3|0-3-k3|4-18-k7|3-14-k1|12-26-k3|11-25-k5|8-18-k7	0.7980042027020857
79	0-3-k3|0-3-k3|4-17-k3|7-14-k3|20-26-k3|17-29-k7|13-22-k3	0.7829204209714268
79	0-3-k3|0-3-k3|5-18-k5|7-22-k1|13-28-k5|11-25-k7|12-23-k1	0.7951706231657236
79	0-3-k3|0-3-k3|4-19-k5|14-24-k3|20-25-k1|15-25-k5|2-9-k7	0.7943611138286671
79	0-3-k3|0-3-k3|3-16-k5|11-22-k3|15-23-k1|12-20-k1|10-16-k1	0.7812620538953723
79	0-3-k3|0-3-k3|10-25-k5|3-18-k5|13-22-k5|18-32-k5|1-10-k1	0.8145914772685694
79	0-3-k3|0-3-k3|15-28-k5|3-17-k3|20-28-k5|11-26-k5|4-9-k5	0.7997060303124459
79	0-3-k3|0-3-k3|3-18-k5|7-14-k5|13-24-k5|18-30-k5|10-14-k7	0.8137619259494393
80	0-3-k3|0-3-k3|4-15-k5|11-20-k1|18-24-k3|18-32-k5|17-22-k7	0.7579166822582339
80	0-3-k3|0-3-k3|4-19-k5|4-19-k1|19-30-k3|20-30-k5|3-7-k5	0.8060359596527903
80	0-3-k3|0-3-k3|5-20-k7|15-30-k5|13-22-k1|18-32-k7|0-5-k5	0.8057866476247764
80	0-3-k3|0-3-k3|3-16-k5|10-19-k5|19-24-k5|13-25-k7|17-26-k1	0.8185096279752132
80	0-3-k3|0-3-k3|3-16-k5|12-24-k1|19-33-k5|15-29-k5|2-9-k5	0.8233865151101786
80	0-3-k3|0-3-k3|5-18-k7|8-19-k3|13-21-k3|11-21-k5|15-21-k7	0.7401643572664248
80	0-3-k3|0-3-k3|4-19-k5|3-18-k5|19-30-k3|15-25-k5|13-19-k7	0.7900277814596971
80	0-3-k3|0-3-k3|5-18-k7|7-16-k1|15-24-k5|15-29-k7|4-14-k5	0.7705129448424869
80	0-3-k3|0-3-k3|3-18-k5|3-10-k1|10-19-k5|20-34-k5|17-24-k5	0.8173940950715755
80	0-3-k3|0-3-k3|7-22-k5|6-21-k1|10-16-k7|20-34-k5|12-20-k1	0.7335393595104831
81	0-3-k3|0-3-k3|6-19-k5|3-14-k1|10-21-k5|11-25-k5|3-8-k1	0.7860416634535246
81	0-3-k3|0-3-k3|4-17-k5|7-22-k1|15-29-k5|15-21-k5|3-10-k7	0.772740957433017
81	0-3-k3|0-3-k3|5-12-k7|15-24-k3|13-18-k5|20-31-k3|1-8-k5	0.7597374400674415
81	0-3-k3|0-3-k3|5-18-k7|10-25-k3|18-25-k5|18-24-k5|4-15-k3	0.7747439930676139
81	0-3-k3|0-3-k3|3-18-k5|3-14-k3|15-21-k5|18-32-k7|4-10-k5	0.8239509678654914
81	0-3-k3|0-3-k3|14-27-k7|7-16-k5|14-24-k3|11-23-k5|11-16-k1	0.6917028600344969
81	0-3-k3|0-3-k3|4-14-k7|13-19-k3|18-27-k5|15-24-k5|1-10-k7	0.8103928313711151
81	0-3-k3|0-3-k3|3-16-k5|12-26-k1|15-30-k1|15-25-k5|4-12-k5	0.7704306904899021
81	0-3-k3|0-3-k3|4-18-k5|9-24-k3|17-24-k7|20-34-k7|0-6-k5	0.7970027870825028
81	0-3-k3|0-3-k3|14-28-k5|3-18-k3|18-24-k1|16-23-k7|1-9-k7	0.7804784029319333
82	0-3-k3|0-3-k3|4-18-k5|3-8-k3|17-25-k1|20-30-k5|12-14-k5	0.8136516465560873
82	0-3-k3|0-3-k3|11-24-k7|7-18-k5|18-25-k5|15-26-k7|8-13-k1	0.7313212362379924
82	0-3-k3|0-3-k3|3-16-k7|3-9-k5|20-31-k3|11-26-k5|4-9-k5	0.8056335398411466
82	0-3-k3|0-3-k3|4-19-k5|5-15-k1|17-27-k1|15-29-k7|17-18-k1	0.7878322872200633
82	0-3-k3|0-3-k3|4-19-k7|8-23-k3|18-29-k5|20-31-k5|3-8-k5	0.8210548262386029
82	0-3-k3|0-3-k3|4-17-k5|3-18-k3|13-28-k5|12-25-k5|10-15-k1	0.8043467512035646
82	0-3-k3|0-3-k3|3-18-k5|3-12-k1|20-35-k7|11-23-k3|15-20-k7	0.8200892081913852
82	0-3-k3|0-3-k3|5-13-k7|3-16-k3|17-24-k1|15-26-k5|1-5-k7	0.7659206590621609
82	0-3-k3|0-3-k3|12-25-k7|7-18-k3|17-26-k5|10-20-k5|13-18-k7	0.7073830822372037
82	0-3-k3|0-3-k3|3-18-k1|7-16-k3|18-32-k1|14-25-k5|16-20-k5	0.7579023758088987
83	0-3-k3|0-3-k3|4-10-k5|9-23-k1|11-26-k5|11-24-k3|0-8-k7	0.7214023716107691
83	0-3-k3|0-3-k3|4-19-k5|12-22-k1|10-25-k3|11-22-k3|11-17-k7	0.7854000715296326
83	0-3-k3|0-3-k3|12-25-k7|13-20-k1|10-16-k5|18-33-k7|17-18-k1	0.6908278025748559
83	0-3-k3|0-3-k3|5-12-k5|11-19-k3|14-23-k3|18-27-k5|16-22-k7	0.7721158723160356
83	0-3-k3|0-3-k3|4-17-k7|7-16-k3|19-32-k7|11-19-k1|3-11-k5	0.7927856609633562
83	0-3-k3|0-3-k3|4-19-k3|3-9-k5|10-21-k3|12-26-k5|6-13-k7	0.8104074923747445
83	0-3-k3|0-3-k3|7-18-k5|6-21-k5|10-18-k5|20-32-k5|11-15-k5	0.7378614889835273
83	0-3-k3|0-3-k3|5-16-k7|10-17-k5|19-30-k5|11-17-k7|12-21-k5	0.7268750545621235
83	0-3-k3|0-3-k3|4-17-k5|3-14-k1|16-23-k5|15-29-k5|13-22-k5	0.8345148573223008
83	0-3-k3|0-3-k3|4-11-k7|11-26-k1|13-24-k3|15-27-k7|10-14-k1	0.6194360916522322
84	0-3-k3|0-3-k3|4-19-k5|3-10-k3|15-26-k7|20-30-k1|17-27-k1	0.8013565761009565
84	0-3-k3|0-3-k3|4-19-k7|14-29-k5|19-32-k5|11-25-k7|3-5-k7	0.7946202091738115
84	0-3-k3|0-3-k3|3-9-k7|10-16-k3|10-24-k5|20-35-k5|17-27-k3	0.7521777218165755
84	0-3-k3|0-3-k3|4-11-k5|13-22-k5|18-27-k3|20-31-k5|13-23-k5	0.6641884766782359
84	0-3-k3|0-3-k3|4-19-k3|7-14-k1|18-25-k7|20-30-k7|3-13-k3	0.8007542234402294
84	0-3-k3|0-3-k3|4-19-k5|3-18-k5|19-29-k1|20-32-k7|11-19-k1	0.8071927549017125
84	0-3-k3|0-3-k3|5-18-k7|8-17-k3|15-22-k1|17-28-k5|1-4-k5	0.7467909604576217
84	0-3-k3|0-3-k3|5-18-k7|6-20-k1|18-24-k5|15-30-k5|8-15-k1	0.7776182218652968
84	0-3-k3|0-3-k3|3-13-k5|4-19-k1|15-23-k5|11-25-k7|1-6-k1	0.8234074926316222
84	0-3-k3|0-3-k3|10-24-k7|6-21-k5|18-27-k5|11-26-k7|13-18-k5	0.719365957601938
85	0-3-k3|0-3-k3|4-15-k7|3-18-k3|18-29-k5|11-23-k5|12-18-k1	0.822782689341047
85	0-3-k3|0-3-k3|4-18-k7|15-22-k3|12-27-k5|16-31-k7|13-20-k1	0.8067790895100699
85	0-3-k3|0-3-k3|5-18-k5|3-18-k3|17-24-k5|15-27-k5|4-7-k5	0.8044516528469999
85	0-3-k3|0-3-k3|5-19-k7|14-24-k3|18-32-k3|12-22-k1|13-17-k5	0.7714886930318199
85	0-3-k3|0-3-k3|4-19-k3|4-19-k3|19-28-k5|15-24-k7|0-8-k5	0.8289517974751045
85	0-3-k3|0-3-k3|4-18-k7|6-15-k3|13-28-k5|12-23-k7|17-30-k3	0.7849628139216112
85	0-3-k3|0-3-k3|5-12-k5|7-16-k1|13-19-k5|18-28-k7|1-5-k7	0.7519503640616272
85	0-3-k3|0-3-k3|4-17-k1|10-23-k3|10-16-k1|15-20-k7|5-9-k5	0.7797777423683272
85	0-3-k3|0-3-k3|5-18-k5|3-10-k3|10-20-k1|18-28-k7|12-18-k7	0.7978381028148871
85	0-3-k3|0-3-k3|4-17-k7|3-12-k5|13-19-k1|11-20-k5|3-14-k3	0.8100059810233095
86	0-3-k3|0-3-k3|3-15-k7|3-18-k1|15-29-k5|11-25-k1|3-8-k1	0.8232886897062113
86	0-3-k3|0-3-k3|4-19-k7|9-14-k3|20-27-k3|18-32-k7|3-10-k7	0.803483430824424
86	0-3-k3|0-3-k3|4-19-k5|4-16-k1|15-25-k3|18-29-k5|3-9-k5	0.8178165869027341
86	0-3-k3|0-3-k3|5-20-k5|3-8-k5|17-31-k3|15-25-k5|10-17-k1	0.8222092967139649
86	0-3-k3|0-3-k3|4-19-k5|11-18-k1|18-29-k5|16-22-k5|4-12-k5	0.7847085460073009
86	0-3-k3|0-3-k3|4-16-k5|11-23-k5|13-19-k5|11-26-k5|4-10-k5	0.7470777799013606
86	0-3-k3|0-3-k3|4-10-k5|3-17-k3|20-27-k3|15-30-k5|12-20-k1	0.792678814846361
86	0-3-k3|0-3-k3|15-30-k5|4-11-k3|19-32-k1|20-30-k7|10-15-k1	0.7540644427109043
86	0-3-k3|0-3-k3|5-18-k5|3-10-k1|12-18-k7|20-34-k5|0-7-k1	0.7952507711585015
86	0-3-k3|0-3-k3|5-20-k7|3-18-k3|18-25-k3|15-27-k5|17-28-k5	0.8185990792073992
87	0-3-k3|0-3-k3|7-21-k1|3-18-k5|15-29-k5|18-32-k5|1-7-k1	0.8240184774532844
87	0-3-k3|0-3-k3|4-19-k5|3-8-k5|18-29-k5|18-32-k5|17-24-k1	0.8250647054481153
87	0-3-k3|0-3-k3|3-18-k5|11-22-k3|18-29-k5|20-34-k5|17-28-k5	0.8120963294764526
87	0-3-k3|0-3-k3|5-18-k7|3-12-k3|10-25-k5|18-24-k5|8-15-k5	0.8171141760042261
87	0-3-k3|0-3-k3|5-19-k5|9-18-k5|13-24-k3|15-29-k7|17-22-k1	0.7871562757142126
87	0-3-k3|0-3-k3|4-18-k3|3-15-k3|18-28-k5|15-28-k7|12-17-k5	0.833125059897687
87	0-3-k3|0-3-k3|5-18-k7|3-18-k3|20-25-k7|12-19-k5|0-3-k1	0.8008425952568078
87	0-3-k3|0-3-k3|4-17-k5|7-12-k1|10-17-k1|20-30-k5|3-11-k3	0.7847516067136993
87	0-3-k3|0-3-k3|5-18-k7|3-13-k5|19-24-k5|11-25-k5|3-11-k1	0.819433959379994
87	0-3-k3|0-3-k3|4-13-k5|6-13-k3|18-28-k5|18-28-k5|10-19-k1	0.7663353821052015
88	0-3-k3|0-3-k3|4-10-k5|3-18-k3|10-24-k5|15-25-k5|3-12-k5	0.8097376181564439
88	0-3-k3|0-3-k3|3-16-k7|3-14-k5|18-29-k5|15-24-k7|3-12-k7	0.8188500252279823
88	0-3-k3|0-3-k3|7-14-k7|10-19-k3|19-30-k5|11-21-k5|3-11-k5	0.8078517105099929
88	0-3-k3|0-3-k3|5-20-k7|12-19-k3|19-28-k5|20-25-k5|15-16-k5	0.7829221565207485
88	0-3-k3|0-3-k3|4-18-k5|7-16-k1|18-25-k5|14-28-k5|4-11-k5	0.7772092053775158
88	0-3-k3|0-3-k3|13-19-k5|3-8-k5|10-21-k5|20-35-k3|3-8-k1	0.733877269848099
88	0-3-k3|0-3-k3|3-16-k7|9-20-k3|17-30-k5|11-22-k3|3-11-k5	0.8196179132112154
88	0-3-k3|0-3-k3|4-18-k3|3-18-k5|17-28-k5|16-26-k5|3-7-k7	0.802331864899064
88	0-3-k3|0-3-k3|3-18-k5|3-10-k3|20-31-k5|17-31-k1|0-5-k1	0.811673800977448
88	0-3-k3|0-3-k3|5-19-k7|3-12-k5|10-15-k7|18-32-k5|3-12-k1	0.8126904665159043
89	0-3-k3|0-3-k3|3-18-k7|7-16-k3|10-24-k3|11-26-k7|17-22-k5	0.7039215201279393
89	0-3-k3|0-3-k3|4-17-k5|3-17-k5|10-21-k3|11-25-k5|4-12-k5	0.7934478543949461
89	0-3-k3|0-3-k3|3-18-k7|3-10-k1|18-31-k1|20-35-k7|0-8-k1	0.821293895532285
89	0-3-k3|0-3-k3|4-14-k5|11-20-k3|12-21-k5|15-22-k7|13-21-k5	0.7685716964992452
89	0-3-k3|0-3-k3|4-18-k7|3-18-k3|17-31-k7|19-31-k5|3-7-k1	0.8265880014031414
89	0-3-k3|0-3-k3|3-18-k3|8-17-k3|16-22-k5|16-30-k7|4-13-k7	0.8215910049292989
89	0-3-k3|0-3-k3|4-10-k3|4-11-k3|19-24-k5|18-26-k5|0-8-k5	0.6721093739002025
89	0-3-k3|0-3-k3|4-19-k3|3-12-k5|18-23-k5|11-21-k7|3-10-k5	0.8081062784537151
89	0-3-k3|0-3-k3|4-19-k5|3-18-k5|19-34-k7|20-26-k7|3-9-k7	0.8215733385544872
89	0-3-k3|0-3-k3|4-18-k5|3-18-k3|17-24-k5|16-30-k5|3-8-k7	0.7979244210947953
90	0-3-k3|0-3-k3|4-19-k5|8-15-k5|20-35-k5|15-26-k5|13-20-k5	0.7707024868561816
90	0-3-k3|0-3-k3|5-19-k5|8-19-k3|15-26-k3|20-34-k7|3-9-k5	0.815398003585345
90	0-3-k3|0-3-k3|4-19-k3|3-18-k3|18-29-k5|18-32-k5|13-16-k5	0.8137998984239077
90	0-3-k3|0-3-k3|4-19-k5|3-12-k3|13-24-k3|15-29-k5|11-14-k1	0.8138930661597937
90	0-3-k3|0-3-k3|4-16-k7|10-19-k3|20-35-k1|15-29-k5|2-6-k1	0.7397234619023302
90	0-3-k3|0-3-k3|4-19-k1|10-25-k3|19-33-k7|15-25-k5|3-9-k5	0.7921908325209556
90	0-3-k3|0-3-k3|4-19-k5|13-20-k5|19-34-k5|20-28-k7|10-19-k1	0.801629909026148
90	0-3-k3|0-3-k3|3-11-k7|4-19-k5|13-20-k5|19-33-k5|3-5-k5	0.7004474916064497
90	0-3-k3|0-3-k3|4-11-k5|11-18-k5|18-28-k3|11-26-k5|15-20-k1	0.780120614350291
90	0-3-k3|0-3-k3|4-19-k7|8-17-k3|19-30-k5|18-27-k5|13-21-k1	0.7881341865473623
91	0-3-k3|0-3-k3|3-18-k7|3-12-k7|15-21-k5|15-22-k5|3-10-k7	0.8176336232948953
91	0-3-k3|0-3-k3|4-18-k7|11-26-k5|13-26-k5|11-19-k5|3-11-k1	0.8063979597020602
91	0-3-k3|0-3-k3|4-19-k5|10-25-k3|20-30-k1|18-23-k5|17-23-k5	0.7908041612912355
91	0-3-k3|0-3-k3|5-20-k5|3-14-k1|13-27-k3|20-25-k7|3-13-k3	0.8130781702358347
91	0-3-k3|0-3-k3|4-19-k3|3-13-k5|13-24-k3|20-31-k1|4-13-k5	0.7973274077824443
91	0-3-k3|0-3-k3|4-18-k7|8-15-k5|10-20-k5|12-25-k5|13-16-k5	0.7970164996531907
91	0-3-k3|0-3-k3|4-19-k7|8-17-k1|18-27-k3|18-28-k5|3-13-k1	0.8275808458943356
91	0-3-k3|0-3-k3|4-14-k7|9-24-k3|19-26-k1|18-23-k7|8-13-k5	0.7715148506856828
91	0-3-k3|0-3-k3|3-17-k7|8-15-k1|18-29-k5|12-23-k3|13-20-k7	0.8207094493830703
91	0-3-k3|0-3-k3|5-18-k5|14-19-k3|10-17-k5|13-27-k3|0-7-k7	0.7873555719137334
92	0-3-k3|0-3-k3|3-18-k5|12-27-k3|10-19-k5|15-21-k7|17-24-k1	0.823972134939698
92	0-3-k3|0-3-k3|4-15-k7|3-11-k3|15-30-k5|11-17-k7|3-13-k5	0.7833027234898279
92	0-3-k3|0-3-k3|12-27-k5|3-14-k5|19-30-k3|15-30-k5|3-10-k5	0.8051901362637262
92	0-3-k3|0-3-k3|4-18-k7|7-18-k5|13-24-k5|18-24-k7|17-22-k7	0.7936905600953184
92	0-3-k3|0-3-k3|4-19-k5|3-18-k3|17-22-k1|20-34-k7|3-9-k5	0.8217487023195422
92	0-3-k3|0-3-k3|4-17-k5|7-22-k1|10-21-k3|13-27-k7|15-28-k3	0.748455137685707
92	0-3-k3|0-3-k3|4-19-k5|3-18-k7|17-28-k3|15-28-k1|3-16-k5	0.8049875662684011
92	0-3-k3|0-3-k3|7-12-k5|11-20-k5|19-32-k3|11-25-k7|10-16-k5	0.710026589509138
92	0-3-k3|0-3-k3|4-14-k3|15-21-k1|12-19-k5|20-34-k7|1-8-k7	0.784747520528213
92	0-3-k3|0-3-k3|7-21-k7|4-11-k5|17-28-k5|16-31-k7|8-12-k1	0.7769521419978423
93	0-3-k3|0-3-k3|3-18-k7|3-17-k3|11-22-k7|16-30-k5|3-13-k1	0.8090925520747281
93	0-3-k3|0-3-k3|4-16-k5|3-18-k3|17-26-k5|18-32-k7|12-21-k7	0.8063077505517232
93	0-3-k3|0-3-k3|3-9-k5|3-13-k1|12-27-k3|11-25-k7|17-27-k3	0.7473577377812026
93	0-3-k3|0-3-k3|5-18-k7|10-19-k1|15-24-k1|16-25-k5|17-23-k7	0.7814837810045814
93	0-3-k3|0-3-k3|4-17-k5|3-18-k1|18-31-k3|17-24-k5|17-21-k1	0.7644873064472782
93	0-3-k3|0-3-k3|7-22-k5|4-18-k1|10-19-k3|17-29-k5|0-6-k1	0.7612703640290331
93	0-3-k3|0-3-k3|4-17-k7|3-17-k3|18-29-k5|11-23-k5|3-5-k1	0.7787170858930273
93	0-3-k3|0-3-k3|4-17-k7|3-8-k3|10-15-k5|18-27-k1|17-25-k3	0.7548242516905371
93	0-3-k3|0-3-k3|6-17-k7|3-13-k5|10-21-k5|18-25-k7|17-25-k1	0.7884390443311603
93	0-3-k3|0-3-k3|4-17-k5|3-10-k1|18-27-k5|12-25-k5|13-18-k5	0.7640091470678256
94	0-3-k3|0-3-k3|4-19-k7|8-20-k3|19-34-k7|17-28-k5|17-20-k1	0.7998083462397163
94	0-3-k3|0-3-k3|4-19-k7|3-14-k5|18-24-k7|19-25-k7|13-17-k1	0.8116814248083233
94	0-3-k3|0-3-k3|3-17-k3|11-22-k3|15-30-k3|11-26-k1|17-27-k7	0.8202453999943542
94	0-3-k3|0-3-k3|4-19-k7|8-23-k3|18-25-k3|18-30-k7|4-12-k5	0.8007368939174405
94	0-3-k3|0-3-k3|5-18-k7|3-17-k3|13-28-k3|15-26-k5|0-5-k1	0.8079396563582907
94	0-3-k3|0-3-k3|5-19-k5|3-14-k1|13-24-k7|18-29-k3|2-12-k1	0.7892277300152367
94	0-3-k3|0-3-k3|12-25-k1|12-23-k5|18-29-k5|11-17-k5|3-10-k5	0.7556868618969386
94	0-3-k3|0-3-k3|4-16-k5|8-13-k1|19-30-k7|13-22-k5|11-21-k7	0.7923830677500089
94	0-3-k3|0-3-k3|4-17-k1|8-14-k3|13-27-k5|11-19-k5|2-8-k1	0.7918708674006428
94	0-3-k3|0-3-k3|4-11-k7|7-20-k1|18-31-k1|12-18-k7|11-27-k1	0.744362740090274
95	0-3-k3|0-3-k3|4-19-k5|11-26-k1|20-26-k3|11-17-k7|16-25-k7	0.7830853495788286
95	0-3-k3|0-3-k3|4-17-k7|3-16-k1|13-19-k3|15-29-k1|8-15-k1	0.7628241213547886
95	0-3-k3|0-3-k3|3-18-k5|7-20-k1|15-23-k5|11-22-k5|2-9-k3	0.8184540711254418
95	0-3-k3|0-3-k3|3-16-k5|10-19-k3|13-27-k1|20-28-k5|3-7-k1	0.7833155671514569
95	0-3-k3|0-3-k3|4-18-k5|11-20-k3|20-29-k1|11-20-k1|0-4-k5	0.7741210476734842
95	0-3-k3|0-3-k3|4-18-k5|3-18-k3|15-21-k5|20-29-k7|17-25-k5	0.8268375177582786
95	0-3-k3|0-3-k3|4-17-k5|3-17-k5|11-16-k1|11-17-k7|1-8-k1	0.7282551868570183
95	0-3-k3|0-3-k3|4-17-k1|8-23-k5|17-28-k1|11-25-k7|3-9-k5	0.8005548476183464
95	0-3-k3|0-3-k3|3-9-k5|3-17-k3|10-24-k3|18-27-k7|12-14-k5	0.7927819930871662
95	0-3-k3|0-3-k3|5-15-k7|7-18-k3|20-34-k1|15-28-k7|1-9-k7	0.8193679989003614
96	0-3-k3|0-3-k3|5-18-k3|3-18-k3|20-29-k5|16-30-k7|12-19-k7	0.8006037870000786
96	0-3-k3|0-3-k3|4-17-k7|15-25-k1|13-28-k1|15-26-k5|12-18-k1	0.7586935317253226
96	0-3-k3|0-3-k3|4-17-k5|10-25-k1|13-18-k5|11-25-k5|14-18-k1	0.7734658755583993
96	0-3-k3|0-3-k3|4-19-k7|3-18-k5|13-24-k5|16-25-k5|8-18-k5	0.8227630545952964
96	0-3-k3|0-3-k3|5-20-k5|10-23-k5|13-20-k5|16-30-k5|0-8-k7	0.7980180508372822
